"age","educ","gender","hrswork","insure","metro","nchild","union","wage","race","marital","region"
62,1,1,40,1,1,0,1,13,"White",1,"south"
43,3,0,40,1,1,2,0,23.08,"White",1,"west"
37,0,1,40,1,1,1,0,16.83,"Black",0,"south"
25,1,0,30,1,0,0,0,9.5,"White",0,"midwest"
39,2,0,64,1,0,0,0,15.86,"White",2,"midwest"
40,3,1,40,1,1,2,0,21.15,"White",2,"midwest"
39,3,1,40,1,1,3,1,19.23,"White",1,"northeast"
47,1,0,40,1,1,0,0,46.63,"White",2,"northeast"
58,4,0,40,1,1,1,0,50,"White",1,"west"
50,0,1,40,1,0,0,0,6.72,"White",1,"midwest"
29,3,0,50,1,1,2,0,12.12,"White",1,"south"
41,0,0,35,0,0,0,0,8.57,"White",0,"midwest"
47,0,0,40,0,1,0,0,8.5,"White",2,"south"
54,0,0,40,1,1,0,1,30.62,"White",1,"midwest"
38,1,0,40,1,1,2,0,43.25,"White",1,"west"
20,1,1,0,0,1,1,0,8,"Black",1,"south"
50,0,0,40,0,1,2,0,11,"White",1,"south"
55,2,0,40,1,1,0,0,21.25,"White",1,"west"
25,0,0,40,1,1,0,0,8.75,"Asian",0,"northeast"
43,2,1,50,1,1,0,1,26.92,"White",0,"south"
34,4,0,40,1,1,0,0,44.63,"White",0,"west"
56,3,1,40,1,1,0,0,22,"White",1,"south"
48,3,1,40,1,1,1,0,20.29,"White",2,"south"
38,1,1,40,1,1,3,0,12.98,"Black",1,"south"
46,0,0,50,1,0,0,0,57.7,"White",1,"northeast"
29,2,1,36,1,1,2,0,28,"White",1,"south"
37,4,0,45,1,1,0,0,10.27,"White",0,"west"
58,3,1,40,1,0,0,0,18.98,"White",1,"northeast"
37,3,1,50,1,1,0,0,36.54,"White",1,"south"
51,3,0,40,1,1,0,0,34,"White",1,"south"
36,3,1,40,0,1,2,1,10,"White",2,"west"
52,4,0,60,1,1,2,0,48.08,"White",1,"midwest"
26,2,0,40,1,1,2,0,8.5,"White",2,"midwest"
40,0,0,60,1,1,0,0,13.47,"White",1,"south"
28,0,0,40,0,1,0,0,17.3,"Asian",0,"west"
50,2,0,40,1,1,0,0,35,"White",0,"midwest"
54,3,0,40,1,1,0,0,72.13,"White",0,"west"
60,1,1,40,1,1,0,0,14,"White",0,"midwest"
28,3,0,45,1,1,0,0,23.07,"White",0,"midwest"
48,0,1,40,1,1,3,0,20,"White",1,"west"
24,0,0,40,1,1,2,0,10,"White",1,"south"
45,0,0,40,1,1,4,1,22.23,"Asian",1,"west"
24,0,0,40,0,0,0,0,9.5,"White",1,"midwest"
48,4,1,32,1,1,2,0,38.56,"White",1,"northeast"
41,2,0,40,1,1,2,0,37.5,"White",1,"midwest"
32,0,0,45,1,1,0,0,11.35,"White",0,"midwest"
52,0,0,40,0,0,0,0,14,"White",1,"west"
42,3,1,40,1,1,4,1,33.65,"White",1,"northeast"
25,1,0,40,0,1,0,0,10,"White",0,"midwest"
30,0,0,50,0,0,0,0,12,"White",2,"midwest"
54,1,0,40,0,1,0,0,10,"White",1,"midwest"
36,3,0,50,1,1,0,0,57.7,"White",1,"south"
46,5,0,40,1,1,4,0,43.28,"White",1,"northeast"
44,0,1,42,1,1,1,0,15.3,"White",1,"midwest"
63,1,0,40,1,1,0,0,23.08,"White",1,"west"
30,0,1,40,1,1,0,0,17.5,"White",0,"west"
24,0,0,30,1,0,0,0,18,"White",0,"south"
45,0,0,40,0,1,2,0,9.5,"Black",1,"south"
32,1,0,70,0,0,1,0,7.64,"White",1,"west"
35,3,1,40,1,1,0,0,31,"White",0,"south"
34,2,0,40,1,1,2,0,40,"White",1,"south"
55,0,0,40,1,1,0,0,16.25,"Black",0,"south"
27,2,1,40,1,1,0,0,16,"White",0,"midwest"
45,1,1,40,1,0,3,0,10.75,"White",1,"midwest"
36,3,1,40,1,1,0,0,53,"White",2,"south"
30,0,1,36,1,1,0,0,13.33,"White",0,"south"
61,0,0,40,1,1,0,0,28,"White",1,"south"
46,0,0,40,1,1,0,0,21,"White",1,"northeast"
45,4,1,40,0,1,0,0,16.5,"White",2,"northeast"
24,0,1,40,1,0,1,0,10.13,"White",0,"south"
31,3,0,55,1,0,0,0,20.98,"White",1,"midwest"
49,1,0,45,1,1,2,1,27.59,"White",1,"midwest"
24,3,0,40,1,1,0,0,12,"White",0,"midwest"
59,4,1,50,1,1,0,0,34.62,"White",1,"south"
57,0,0,60,1,1,0,0,9.6,"Black",1,"south"
37,0,0,40,0,1,4,0,7.68,"White",1,"south"
47,3,1,40,0,1,0,0,14,"White",2,"west"
64,4,0,70,1,0,0,0,41.21,"White",1,"midwest"
24,4,1,20,0,1,0,0,51.9,"White",0,"south"
51,0,1,40,0,0,0,0,10,"White",1,"northeast"
34,1,1,40,1,1,0,0,9,"White",2,"west"
61,4,0,50,1,1,2,0,17.3,"White",1,"south"
29,4,0,40,1,1,0,0,28.85,"Asian",1,"south"
29,3,0,40,1,0,0,0,22.35,"White",1,"south"
35,0,0,20,0,0,6,0,9,"Black",1,"south"
32,3,0,38,1,1,0,0,25.29,"White",0,"midwest"
29,3,0,40,1,1,0,0,33.65,"White",1,"northeast"
30,2,0,42,1,1,0,0,14.64,"White",0,"south"
36,2,0,40,1,1,1,0,14,"White",1,"west"
45,3,0,40,1,1,2,0,17,"Asian",1,"west"
20,1,0,8,1,1,0,0,9.5,"White",0,"south"
59,1,0,42,1,1,0,1,40.91,"Asian",1,"northeast"
25,3,0,40,1,1,0,0,43,"White",0,"south"
53,1,1,38,1,0,0,0,7.25,"White",1,"west"
58,2,0,50,0,0,2,0,14.5,"White",2,"south"
58,0,1,40,1,1,0,0,14,"White",1,"midwest"
28,0,0,0,0,1,0,0,8.5,"White",0,"northeast"
20,0,1,40,1,1,0,0,7.75,"Black",1,"south"
56,1,1,40,1,1,0,1,30,"Black",1,"south"
60,1,0,40,1,1,0,0,26.5,"White",1,"west"
38,0,0,50,1,1,2,0,16.55,"White",1,"south"
56,1,0,40,1,1,0,1,22.59,"Black",1,"west"
32,4,0,45,1,1,0,1,32.25,"White",0,"midwest"
27,1,0,40,1,1,1,0,9,"White",1,"midwest"
31,5,0,55,1,1,0,0,26.22,"Asian",0,"northeast"
48,1,0,60,1,1,0,0,15,"White",1,"midwest"
48,3,1,40,1,1,1,1,41.3,"White",2,"midwest"
50,0,0,40,1,1,1,0,13.75,"White",1,"west"
45,3,1,35,1,1,2,0,10.95,"White",1,"south"
31,0,1,40,0,1,0,0,10,"White",0,"south"
47,0,1,45,1,0,1,0,17,"White",1,"midwest"
37,4,0,40,1,1,0,0,38.45,"White",0,"west"
47,0,1,42,1,1,3,0,15,"White",1,"south"
51,0,0,40,1,1,0,0,17.3,"White",1,"west"
51,3,0,40,1,1,1,0,39.5,"White",1,"west"
56,0,0,50,1,0,2,0,22.3,"White",1,"midwest"
27,0,0,35,0,1,0,0,16,"White",0,"midwest"
23,3,1,40,1,1,0,0,22,"White",1,"midwest"
32,3,1,40,1,1,3,0,22.6,"White",1,"south"
57,4,0,45,1,1,0,0,38.47,"White",1,"west"
29,0,0,40,1,1,3,0,20,"White",1,"south"
35,2,0,45,1,0,2,0,17.09,"White",1,"midwest"
35,0,1,30,0,1,1,0,10,"White",1,"west"
56,3,1,40,1,0,0,0,28.85,"White",1,"south"
31,2,1,40,1,1,0,0,18,"White",0,"west"
50,3,0,50,1,1,3,0,57.7,"White",1,"west"
54,2,1,38,1,1,0,0,40.47,"Black",2,"south"
37,0,1,40,1,1,2,0,19.12,"Black",0,"midwest"
41,2,0,64,1,1,2,0,24.72,"Asian",1,"west"
43,4,1,40,1,1,2,0,72.13,"White",2,"south"
25,3,0,40,1,1,0,0,33.65,"White",0,"south"
51,3,0,45,1,0,4,0,30.22,"Asian",1,"south"
49,0,0,40,1,1,1,0,10.35,"White",1,"west"
39,3,0,50,1,1,0,1,53.84,"Asian",0,"northeast"
31,3,0,40,1,1,0,1,25.48,"White",1,"midwest"
32,3,1,40,1,1,2,0,28.85,"Asian",1,"west"
26,3,1,35,1,1,0,0,15,"White",0,"midwest"
30,0,0,40,1,1,0,0,24.8,"White",0,"south"
46,1,1,40,1,1,1,0,18.25,"Black",1,"south"
35,0,0,40,0,1,0,0,25,"White",0,"west"
31,4,1,40,1,0,0,1,33.15,"White",0,"midwest"
51,0,1,40,1,0,0,0,14.4,"Black",1,"south"
45,3,0,40,1,1,2,0,19.23,"White",0,"midwest"
32,3,0,55,0,1,1,0,22,"White",1,"west"
53,3,0,40,1,1,0,0,50,"White",1,"northeast"
39,3,1,40,1,1,0,0,48.08,"White",0,"south"
38,0,0,48,1,1,4,0,11.46,"White",1,"south"
63,2,1,36,1,0,0,1,19,"White",2,"midwest"
72,4,1,45,1,1,0,1,42.73,"Asian",1,"west"
24,3,1,40,1,1,0,1,25.95,"Asian",0,"south"
33,4,0,20,1,1,0,0,22,"Black",2,"west"
35,2,1,42,1,1,0,1,30.24,"Black",0,"midwest"
26,3,0,40,1,1,0,0,19.23,"White",0,"south"
48,0,1,40,1,1,3,0,16.35,"White",1,"northeast"
58,0,1,38,1,0,0,1,20.25,"White",1,"northeast"
36,1,1,8,1,1,2,0,6.88,"White",1,"south"
39,4,1,40,1,1,1,1,20,"White",1,"northeast"
41,1,0,40,1,1,0,0,30,"White",0,"west"
36,3,0,40,1,1,2,0,31,"White",1,"west"
40,2,1,35,1,1,0,1,12,"White",0,"west"
33,3,1,50,1,1,0,0,8,"White",0,"midwest"
50,2,1,40,1,1,2,0,16.75,"White",1,"west"
70,0,0,40,1,1,0,0,27,"White",0,"northeast"
33,0,1,40,1,1,2,0,10,"White",2,"south"
44,3,0,40,1,1,2,0,10,"Asian",1,"midwest"
23,3,1,40,0,1,0,0,12.13,"White",1,"south"
44,4,1,40,1,1,1,0,38.45,"White",1,"northeast"
30,3,0,40,1,1,0,0,12.5,"White",2,"midwest"
58,0,0,60,1,0,0,0,17.62,"White",1,"west"
38,5,1,55,1,1,1,0,22.04,"White",1,"south"
26,0,0,50,0,0,4,0,17,"White",1,"west"
33,0,0,35,0,1,2,0,15,"White",1,"northeast"
60,1,0,40,1,1,0,0,16.83,"White",1,"west"
25,0,1,35,1,1,0,0,14.1,"White",2,"west"
55,3,1,45,1,1,0,0,26.49,"Black",1,"south"
52,4,1,40,1,1,1,0,17.88,"White",1,"south"
45,3,0,40,1,1,2,0,57.67,"White",1,"midwest"
25,0,0,40,0,0,2,0,18,"White",0,"northeast"
33,1,0,40,1,1,1,1,19.23,"White",1,"midwest"
41,0,0,40,0,1,0,0,24.05,"White",1,"northeast"
49,2,1,40,1,0,1,1,25,"White",0,"west"
51,1,1,40,1,0,0,0,10,"White",1,"midwest"
53,2,0,40,1,0,2,0,34,"White",1,"northeast"
40,0,1,36,0,1,3,0,10.85,"White",1,"south"
37,1,0,40,1,1,2,0,17.4,"Black",1,"south"
35,3,1,40,1,0,3,0,9,"White",1,"midwest"
23,3,0,41,0,1,2,0,7.98,"White",1,"south"
47,3,1,45,1,1,2,0,29.91,"White",1,"midwest"
35,0,1,40,1,1,0,0,17.77,"White",2,"south"
41,3,0,50,1,0,3,0,26.92,"White",1,"south"
64,0,0,40,1,1,0,1,23,"White",1,"northeast"
55,4,1,40,1,1,1,0,12.98,"White",0,"west"
25,0,0,40,0,1,0,1,11.4,"Black",0,"west"
33,4,0,55,1,1,0,0,31.47,"White",1,"northeast"
47,2,1,44,1,0,0,0,14.2,"White",2,"south"
31,1,0,45,0,1,1,0,10,"White",1,"south"
47,0,1,52,1,0,0,0,14.79,"White",2,"south"
54,0,1,40,1,1,1,0,15.88,"White",1,"south"
33,1,1,40,1,0,0,0,15,"White",2,"south"
30,3,1,52,1,0,2,0,30.35,"White",1,"northeast"
52,3,1,37,1,1,1,1,19,"White",1,"west"
57,3,1,32,1,1,1,0,20,"White",1,"midwest"
58,0,0,50,1,1,1,0,18,"White",1,"northeast"
58,0,1,40,0,0,0,0,12.7,"White",1,"west"
38,3,1,50,1,1,2,0,26.92,"White",1,"midwest"
26,3,0,40,1,1,0,0,24.05,"White",0,"midwest"
59,0,0,40,1,1,0,0,24.96,"White",1,"midwest"
23,3,1,40,1,1,0,0,12,"White",1,"south"
50,2,1,40,1,1,0,0,28,"White",1,"midwest"
39,1,0,55,1,1,1,0,33.56,"White",1,"midwest"
28,3,0,40,1,1,0,0,25,"White",0,"northeast"
33,3,0,50,1,1,0,0,28.84,"White",1,"midwest"
73,5,1,50,1,1,0,0,57.7,"White",2,"west"
45,4,0,70,1,1,3,0,27.47,"White",1,"south"
56,1,1,40,1,1,1,0,15,"White",1,"northeast"
45,1,0,40,1,1,1,0,28.85,"White",1,"midwest"
23,3,1,40,1,1,0,0,29.8,"White",0,"south"
52,1,0,0,1,1,0,0,13.95,"White",1,"midwest"
55,0,0,50,1,1,0,0,12,"White",1,"midwest"
31,3,0,27,0,1,0,0,14,"White",1,"west"
64,0,0,40,1,0,0,0,15.5,"White",1,"west"
65,4,0,40,0,0,0,0,9.6,"White",0,"northeast"
60,0,0,40,1,0,2,0,25,"White",1,"midwest"
43,0,0,40,1,1,2,1,14.43,"Black",1,"south"
24,0,0,52,0,1,0,0,10,"White",0,"west"
25,3,1,40,1,1,0,0,13.27,"White",0,"midwest"
47,0,0,40,1,1,2,0,12.8,"White",1,"northeast"
54,3,0,40,1,1,2,0,43.28,"White",1,"south"
48,4,0,50,0,1,0,0,28.26,"White",2,"midwest"
27,0,0,40,1,1,3,0,11,"White",1,"south"
56,4,0,50,1,1,2,0,53.08,"White",1,"midwest"
70,1,0,40,1,1,0,0,36.54,"White",1,"west"
23,1,0,40,1,1,0,0,10,"White",0,"midwest"
49,2,1,40,1,0,0,0,8,"White",1,"south"
24,3,1,40,1,1,0,0,20,"White",0,"midwest"
33,3,0,40,1,1,0,0,34.63,"White",1,"south"
41,3,0,45,1,1,0,0,9.5,"White",0,"west"
36,3,1,40,1,1,0,0,23.08,"White",0,"west"
42,3,0,50,1,1,2,0,16,"White",1,"south"
50,1,1,40,1,1,1,0,38.45,"White",1,"south"
48,0,0,40,1,0,0,0,12,"White",1,"northeast"
26,3,0,45,0,1,0,0,14.5,"White",0,"west"
46,1,1,40,1,1,2,0,10.4,"White",2,"south"
51,0,0,50,1,0,0,1,20.8,"White",1,"midwest"
49,0,1,60,1,1,2,0,15,"White",1,"west"
61,3,1,40,1,1,0,0,27,"White",1,"south"
46,1,1,50,1,1,0,1,14,"White",1,"west"
51,0,1,40,1,1,0,0,7.25,"Asian",1,"west"
64,4,0,40,1,0,0,0,48.08,"White",1,"northeast"
23,3,0,0,1,1,0,0,14,"White",0,"south"
61,1,1,45,1,1,1,0,60.27,"White",0,"northeast"
65,1,1,40,1,1,1,0,15.61,"White",1,"west"
31,4,0,40,1,1,1,1,43.28,"White",1,"south"
62,0,0,45,1,1,0,0,17.96,"White",1,"northeast"
35,4,0,45,1,1,0,0,34.18,"Asian",0,"west"
38,4,1,55,1,1,0,0,25.87,"White",0,"west"
36,0,1,40,1,1,3,0,24.05,"White",1,"west"
63,3,1,35,1,0,0,0,42.86,"White",0,"northeast"
56,1,1,40,1,1,0,0,17.3,"Black",1,"midwest"
35,0,1,40,1,0,2,0,14,"White",1,"northeast"
41,3,0,50,1,1,1,0,38.46,"White",1,"northeast"
38,1,1,40,1,1,2,0,18.5,"White",1,"west"
30,2,0,40,1,1,0,0,14.25,"White",1,"midwest"
58,1,0,41,1,1,0,1,38,"White",0,"south"
63,3,1,45,1,0,0,1,22.78,"White",2,"northeast"
46,0,1,40,0,0,0,0,11.88,"Black",2,"south"
26,0,1,40,1,1,0,1,27.5,"White",0,"northeast"
54,0,0,40,1,1,0,0,25,"White",2,"south"
53,0,0,40,1,0,1,0,21.56,"White",1,"south"
58,2,1,38,1,1,0,1,15,"White",1,"northeast"
44,1,1,40,1,1,1,0,16.25,"White",1,"northeast"
61,0,1,40,1,0,0,0,11.02,"White",1,"midwest"
50,4,0,40,1,1,2,1,25.77,"White",1,"south"
27,3,1,40,1,1,0,0,22,"White",1,"south"
37,0,0,40,1,0,2,0,14.48,"White",1,"west"
33,5,0,40,1,1,2,0,45,"White",1,"west"
59,4,1,50,0,0,0,0,30,"White",1,"northeast"
39,1,1,40,1,1,2,0,35.63,"White",1,"midwest"
42,1,0,40,1,1,0,0,38.45,"White",2,"midwest"
52,0,0,40,1,0,2,0,13.25,"White",1,"west"
39,4,1,40,1,1,2,0,35.78,"White",1,"south"
51,2,0,50,1,1,2,0,46.14,"White",1,"west"
45,4,0,40,1,1,2,0,52.88,"White",1,"northeast"
39,3,1,40,1,0,1,0,24.52,"White",1,"midwest"
56,2,1,40,1,1,2,0,10,"Black",1,"south"
52,0,0,40,0,0,0,0,13,"White",2,"south"
59,3,0,40,1,1,2,1,28.85,"White",1,"west"
32,3,0,40,1,1,2,1,28.85,"White",1,"west"
23,3,1,46,1,1,0,0,10.75,"White",0,"northeast"
23,2,0,40,1,1,0,1,20,"White",0,"midwest"
26,2,1,40,1,1,2,0,14.68,"White",1,"midwest"
22,0,1,40,0,1,1,0,9.5,"Black",0,"northeast"
54,1,1,35,1,1,1,0,16.96,"White",1,"northeast"
43,3,0,40,1,0,0,0,37,"White",0,"midwest"
36,0,1,50,0,1,1,0,3.46,"White",1,"northeast"
57,0,1,40,1,1,0,0,12,"White",1,"midwest"
43,3,1,40,1,0,3,0,9,"White",1,"midwest"
57,2,0,45,1,0,0,0,30.76,"White",1,"midwest"
42,0,1,40,1,1,0,0,20.65,"White",0,"northeast"
27,0,1,35,1,1,0,0,8,"White",2,"west"
56,1,1,40,1,1,1,0,5.78,"White",1,"south"
63,0,0,70,1,0,0,0,20,"White",2,"midwest"
58,4,1,45,1,1,0,1,12.82,"White",1,"northeast"
45,3,1,40,1,1,0,0,12.12,"White",1,"south"
30,0,0,40,0,1,0,0,8,"White",1,"west"
23,0,0,40,0,0,2,0,12,"White",1,"south"
60,0,0,40,1,1,0,0,15,"Black",1,"south"
58,2,1,50,1,1,0,0,26.92,"White",2,"south"
28,1,1,40,1,1,1,0,19,"White",0,"northeast"
55,3,0,40,1,1,0,0,27.36,"White",2,"south"
34,0,0,35,0,1,0,0,27,"White",0,"midwest"
28,0,0,35,0,1,0,0,13.01,"Black",0,"northeast"
38,0,0,40,0,1,4,0,9.5,"White",1,"west"
24,2,1,40,1,1,0,0,10,"White",0,"south"
57,0,1,40,1,0,0,0,28.85,"White",1,"midwest"
48,3,0,35,1,1,3,0,12,"Black",1,"west"
42,0,1,50,0,1,0,0,28,"Black",0,"south"
54,2,0,40,1,1,0,0,20,"Black",2,"west"
31,1,0,40,1,1,0,0,16,"White",2,"midwest"
44,1,1,40,0,1,4,0,13.5,"White",2,"west"
55,0,1,40,1,1,0,0,10,"White",1,"northeast"
51,0,0,40,1,1,3,0,28.83,"White",1,"midwest"
52,0,0,35,1,0,0,0,20,"White",1,"northeast"
35,3,0,40,1,1,2,0,39,"White",1,"northeast"
46,4,1,40,1,1,2,1,27.4,"White",1,"northeast"
32,3,1,40,1,1,1,0,20.77,"White",1,"northeast"
25,3,0,32,1,1,0,0,21,"White",0,"south"
42,2,0,40,1,1,0,0,15,"White",2,"midwest"
42,3,0,40,1,1,2,0,31.25,"White",1,"midwest"
38,3,0,40,1,1,2,0,31.25,"White",1,"northeast"
28,0,0,40,0,1,1,0,10,"White",0,"west"
33,0,1,40,1,1,1,0,15,"White",2,"west"
56,3,0,60,1,1,1,0,4,"White",2,"south"
60,2,1,40,1,1,0,0,25,"White",2,"northeast"
56,2,1,40,1,1,1,0,10,"White",1,"west"
57,0,1,53,1,1,2,0,17.23,"White",2,"northeast"
46,3,1,40,1,0,2,0,21.7,"White",1,"northeast"
27,2,1,34,1,1,0,0,12,"White",0,"south"
22,0,1,40,1,1,0,0,9.15,"White",0,"south"
27,3,1,40,1,1,0,0,16.1,"White",1,"midwest"
45,1,1,40,1,1,5,0,20.2,"Black",1,"south"
35,1,0,45,1,1,2,0,44.44,"White",1,"west"
53,2,1,40,0,1,1,0,13,"White",2,"midwest"
38,0,0,40,0,1,1,0,30,"White",1,"northeast"
55,3,1,40,1,1,3,0,8.75,"White",1,"northeast"
39,2,1,40,1,0,1,0,6.72,"White",1,"midwest"
32,3,0,40,1,1,1,0,28.85,"White",1,"south"
57,3,0,38,1,1,0,0,51.61,"White",1,"northeast"
37,0,0,40,1,1,2,0,13.75,"White",1,"south"
45,3,1,50,1,1,2,0,20,"White",1,"west"
27,3,0,40,1,1,0,0,20.17,"White",0,"south"
30,0,0,40,0,1,0,0,10,"White",0,"northeast"
37,1,0,60,1,1,2,0,19.23,"White",1,"northeast"
40,2,0,50,1,1,3,1,40.38,"White",1,"south"
46,0,0,40,1,0,1,0,30.48,"Black",0,"northeast"
26,3,0,40,1,1,0,0,18.27,"White",1,"west"
61,4,0,55,1,1,0,0,28.67,"White",1,"west"
45,2,0,40,0,0,1,1,14.85,"White",1,"midwest"
44,0,0,40,1,1,1,1,33,"White",1,"northeast"
40,2,1,40,1,1,2,0,25.95,"Black",1,"south"
27,3,0,40,1,1,0,0,28.35,"White",1,"northeast"
63,0,1,40,1,1,0,1,20,"White",1,"northeast"
49,1,0,40,0,1,1,0,16.58,"White",1,"midwest"
52,2,1,50,1,1,2,1,14.85,"White",1,"northeast"
51,0,0,40,1,1,0,0,14.4,"White",1,"northeast"
66,0,0,37,1,1,2,0,13.9,"Black",1,"northeast"
44,0,1,50,1,1,1,0,17.5,"White",2,"south"
52,3,1,50,1,1,1,0,18.58,"White",1,"south"
34,3,0,40,1,1,3,0,25.95,"White",1,"west"
24,1,0,40,1,1,0,0,15.5,"White",0,"midwest"
34,3,0,40,1,1,3,0,34.6,"White",1,"northeast"
46,0,1,30,0,1,2,0,9,"White",2,"south"
36,3,0,35,0,1,3,0,25,"White",1,"west"
45,0,0,40,1,1,2,0,23.55,"White",1,"south"
50,1,0,50,1,0,0,0,24.24,"Asian",1,"west"
44,4,1,60,1,1,0,0,24.03,"White",1,"midwest"
39,2,0,40,1,1,2,0,30.62,"White",2,"south"
54,3,0,40,1,1,0,0,54,"White",2,"midwest"
28,3,0,40,1,1,0,0,13.82,"White",1,"west"
32,2,0,45,1,1,0,0,23.93,"White",1,"midwest"
54,0,0,60,1,1,0,0,10,"White",1,"south"
32,1,0,40,0,1,0,0,8,"Black",0,"south"
33,3,1,40,1,1,1,0,23.08,"Asian",1,"northeast"
35,2,0,40,1,1,1,0,20,"White",1,"south"
27,2,0,40,1,0,3,0,17,"White",1,"midwest"
56,3,0,50,1,1,2,0,14.85,"White",1,"northeast"
38,4,0,40,1,1,2,1,72.13,"White",1,"west"
26,0,0,40,0,1,0,0,20,"Black",0,"west"
28,0,1,40,1,1,2,0,13,"White",1,"northeast"
41,3,0,50,1,1,5,0,30,"White",1,"west"
30,3,1,40,1,1,0,0,24.05,"White",0,"south"
26,0,0,40,0,0,0,0,9,"White",0,"west"
27,0,0,70,1,0,1,0,10,"White",1,"south"
35,3,0,40,1,1,0,0,69.14,"White",0,"west"
